1.000000e-01 1.960895e-11
1.007087e-01 2.047041e-11
1.014225e-01 2.136982e-11
1.028651e-01 2.328926e-11
1.058123e-01 2.766247e-11
1.119623e-01 3.903626e-11
1.253555e-01 7.781872e-11
1.571400e-01 3.108048e-10
2.564978e-01 6.469168e-09
4.053021e-01 1.184923e-07
4.081526e-01 1.240023e-07
4.110231e-01 1.297732e-07
4.168249e-01 1.421492e-07
4.286754e-01 1.706363e-07
4.533966e-01 2.463817e-07
5.071982e-01 5.189908e-07
5.107653e-01 5.440533e-07
5.143575e-01 5.699792e-07
5.216179e-01 6.264825e-07
5.364477e-01 7.580467e-07
5.673840e-01 1.109613e-06
5.713744e-01 1.164444e-06
5.753929e-01 1.222093e-06
5.835149e-01 1.346468e-06
6.001043e-01 1.636343e-06
6.043249e-01 1.718503e-06
6.085752e-01 1.804970e-06
6.171655e-01 1.991777e-06
6.215060e-01 2.092631e-06
6.258771e-01 2.198817e-06
6.347117e-01 2.428376e-06
6.395554e-01 2.563193e-06
6.444361e-01 2.703034e-06
6.493540e-01 3.002709e-06
6.543095e-01 3.188848e-06
6.745125e-01 4.085224e-06
6.796600e-01 4.354821e-06
6.848468e-01 4.646245e-06
6.953393e-01 5.303506e-06
7.168092e-01 6.993618e-06
7.222794e-01 7.514531e-06
7.277914e-01 8.083323e-06
7.389419e-01 9.385601e-06
7.617581e-01 1.283229e-05
8.095256e-01 2.532570e-05
8.157034e-01 2.769852e-05
8.219284e-01 3.032038e-05
8.345212e-01 3.642113e-05
8.602885e-01 5.299032e-05
9.142346e-01 1.145425e-04
1.032487e+00 5.349809e-04
1.039839e+00 5.839741e-04
1.047243e+00 6.372179e-04
1.062209e+00 7.578302e-04
1.092787e+00 1.066563e-03
1.156608e+00 2.067311e-03
1.295651e+00 7.069197e-03
1.304876e+00 7.601299e-03
1.314167e+00 8.169355e-03
1.332948e+00 9.421843e-03
1.371320e+00 1.245776e-02
1.451408e+00 2.127326e-02
1.625890e+00 5.667372e-02
1.638440e+00 6.031046e-02
1.651087e+00 6.414774e-02
1.676674e+00 7.245994e-02
1.729043e+00 9.190257e-02
1.838741e+00 1.444426e-01
1.852933e+00 1.525187e-01
1.867236e+00 1.609725e-01
1.896172e+00 1.790675e-01
1.955398e+00 2.204036e-01
2.079456e+00 3.270566e-01
2.095507e+00 3.429508e-01
2.111681e+00 3.594710e-01
2.144406e+00 3.944597e-01
2.211385e+00 4.727339e-01
2.351684e+00 6.666362e-01
2.659551e+00 1.238551e+00
2.679703e+00 1.282999e+00
2.700008e+00 1.328641e+00
2.741082e+00 1.423577e+00
2.825112e+00 1.628555e+00
3.000980e+00 2.102758e+00
3.023720e+00 2.168376e+00
3.046632e+00 2.235455e+00
