3.092978e+00 2.374059e+00
3.187796e+00 2.669451e+00
3.386242e+00 3.336004e+00
3.411901e+00 3.426671e+00
3.437754e+00 3.519010e+00
3.490050e+00 3.708745e+00
3.597041e+00 4.108737e+00
3.820963e+00 4.992878e+00
4.311493e+00 7.111200e+00
4.341960e+00 7.249486e+00
4.372642e+00 7.389427e+00
4.434658e+00 7.674285e+00
4.561340e+00 8.264000e+00
4.825665e+00 9.524100e+00
5.401155e+00 1.237213e+01
5.439321e+00 1.256486e+01
5.477757e+00 1.275934e+01
5.555446e+00 1.315357e+01
5.714146e+00 1.396323e+01
6.045274e+00 1.566835e+01
6.766210e+00 1.943187e+01
6.818071e+00 1.970452e+01
6.870330e+00 1.997946e+01
6.976052e+00 2.053627e+01
7.192403e+00 2.167797e+01
7.645441e+00 2.407693e+01
8.638924e+00 2.936900e+01
1.102996e+01 4.229900e+01
1.740606e+01 7.965909e+01
1.752811e+01 8.043662e+01
1.765103e+01 8.122255e+01
1.789945e+01 8.282014e+01
1.840683e+01 8.612209e+01
1.946515e+01 9.318634e+01
2.176782e+01 1.094651e+02
2.192046e+01 1.105918e+02
2.207418e+01 1.117326e+02
2.238485e+01 1.140580e+02
2.301937e+01 1.188903e+02
2.434289e+01 1.293437e+02
2.722259e+01 1.539860e+02
2.742977e+01 1.558666e+02
2.763853e+01 1.577768e+02
2.806083e+01 1.616886e+02
2.892490e+01 1.698960e+02
3.073366e+01 1.880002e+02
3.469758e+01 2.325365e+02
3.496165e+01 2.357586e+02
3.522774e+01 2.390393e+02
3.576600e+01 2.457818e+02
3.686732e+01 2.600294e+02
3.917275e+01 2.919129e+02
4.422511e+01 3.724946e+02
4.453910e+01 3.780285e+02
4.485531e+01 3.836675e+02
4.549449e+01 3.952703e+02
4.680030e+01 4.198430e+02
4.952544e+01 4.750540e+02
5.546102e+01 6.154596e+02
6.955154e+01 1.082959e+03
7.008696e+01 1.105075e+03
7.062650e+01 1.127719e+03
7.171806e+01 1.174649e+03
7.395207e+01 1.275477e+03
7.863101e+01 1.508614e+03
8.889574e+01 2.136257e+03
1.136201e+02 4.474485e+03
1.839526e+02 2.180340e+04
2.883069e+02 1.064758e+05
4.693694e+02 6.423441e+05
7.397291e+02 3.610153e+06
1.210992e+03 2.428951e+07
1.964772e+03 1.616465e+08
3.085896e+03 9.604504e+08
5.034555e+03 6.692823e+09
7.951318e+03 4.124183e+10
1.244571e+04 2.460628e+11
2.023534e+04 1.712485e+12
3.184930e+04 1.048439e+13
5.207145e+04 7.478905e+13
8.437270e+04 5.150173e+14
1.323435e+05 3.115843e+15
2.156322e+05 2.195083e+16
3.401128e+05 1.358283e+17
5.316610e+05 8.109168e+17
8.632908e+05 5.636686e+18
1.356994e+06 3.440979e+19
2.215690e+06 2.445627e+20
3.502180e+06 1.526478e+21
5.486184e+06 9.192249e+21
8.927150e+06 6.453964e+22
1.406221e+07 3.967771e+23
2.300938e+07 2.844135e+24
3.731286e+07 1.966818e+25
5.857476e+07 1.190868e+26
9.551534e+07 8.445469e+26
1.507766e+08 5.244032e+27
2.358833e+08 3.141346e+28
3.833284e+08 2.190837e+29
6.030358e+08 1.341842e+30
6.078204e+08 1.384937e+30
6.126428e+08 1.429415e+30
6.224029e+08 1.522703e+30
6.423921e+08 1.727942e+30
6.843169e+08 2.225141e+30
7.765536e+08 3.689907e+30
7.827149e+08 3.808413e+30
7.889250e+08 3.930725e+30
8.014934e+08 4.187260e+30
8.272343e+08 4.748201e+30
8.812226e+08 6.116094e+30
8.882143e+08 6.312737e+30
8.952614e+08 6.515700e+30
9.095240e+08 6.941404e+30
9.387343e+08 7.879520e+30
9.461823e+08 8.132581e+30
9.536895e+08 8.393768e+30
9.688828e+08 8.941577e+30
9.765700e+08 9.228746e+30
9.843182e+08 9.525138e+30
9.921279e+08 9.831048e+30
9.999996e+08 1.014678e+31
