0.000100, 2.3872805054440235e-55
0.000106, 3.3261228054656020e-55
0.000112, 4.6342033770136228e-55
0.000118, 6.4567503154917593e-55
0.000125, 8.9961172716132178e-55
0.000132, 1.2534256104442971e-54
0.000139, 1.7464030917648629e-54
0.000147, 2.4332852964673763e-54
0.000156, 3.3903484527642780e-54
0.000164, 4.7238767622637690e-54
0.000174, 6.5819695377342651e-54
0.000184, 9.1709946219871141e-54
0.000194, 1.2778517073157724e-53
0.000205, 1.7805251848715474e-53
0.000217, 2.4809592842932206e-53
0.000229, 3.4569669330706921e-53
0.000242, 4.8169830540773653e-53
0.000256, 6.7121176711026017e-53
0.000270, 9.3529544035642648e-53
0.000286, 1.3032962827545427e-52
0.000302, 1.8161130257739271e-52
0.000319, 2.5307443299198000e-52
0.000337, 3.5266282317461540e-52
0.000356, 4.9144784987004790e-52
0.000377, 6.8486017759267019e-52
0.000398, 9.5440672050474796e-52
0.000421, 1.3300640952057762e-51
0.000445, 1.8536152238043400e-51
0.000470, 2.5833009097822781e-51
0.000497, 3.6003048761207974e-51
0.000525, 5.0177953356883397e-51
0.000555, 6.9935313858620710e-51
0.000586, 9.7474407374006083e-51
0.000619, 1.3586130269953604e-50
0.000655, 1.8937065283002505e-50
0.000692, 2.6396234982324185e-50
0.000731, 3.6794628096094875e-50
0.000773, 5.1290948268757831e-50
0.000817, 7.1500934676123846e-50
0.000863, 9.9677752576538100e-50
0.000912, 1.3896363993794299e-49
0.000964, 1.9374098388793446e-49
0.001019, 2.7012215297602717e-49
0.001076, 3.7663298713041741e-49
0.001138, 5.2516658285395253e-49
0.001202, 7.3231442327418221e-49
0.001271, 1.0212242834190799e-48
0.001343, 1.4241937107167369e-48
0.001419, 1.9862906703140391e-48
0.001500, 2.7704088083580512e-48
0.001585, 3.8643266810838689e-48
0.001675, 5.3905666706400275e-48
0.001770, 7.5201659336481505e-48
0.001871, 1.0491914612116655e-47
0.001977, 1.4639236229594739e-47
0.002089, 2.0427752574911282e-47
0.002208, 2.8507789144892874e-47
0.002333, 3.9787778320776638e-47
0.002466, 5.5536898214216655e-47
0.002606, 7.7528621475755431e-47
0.002754, 1.0824153000571889e-46
0.002911, 1.5114030426709878e-46
0.003076, 2.1106900273471561e-46
0.003251, 2.9480165523167433e-46
0.003436, 4.1181332321635434e-46
0.003631, 5.7536024191535114e-46
0.003837, 8.0399344201552289e-46
0.004055, 1.1236805607542299e-45
0.004285, 1.5707813473468834e-45
0.004529, 2.1962219508969469e-45
0.004786, 3.0713535813252252e-45
0.005058, 4.2961787264303853e-45
0.005346, 6.0109075137324332e-45
0.005649, 8.4122004774376217e-45
0.005970, 1.1776010866823410e-44
0.006310, 1.6489726817823635e-44
0.006668, 2.3097428024611432e-44
0.007047, 3.2363650698558179e-44
0.007447, 4.5363294627886876e-44
0.007870, 6.3608487677099071e-44
0.008318, 8.9227748016379256e-44
0.008790, 1.2521922549557911e-43
0.009290, 1.7580899839505932e-43
0.009817, 2.4695851946457857e-43
0.010375, 3.4708410317027111e-43
0.010965, 4.8807826606840601e-43
0.011588, 6.8676143471859343e-43
0.012246, 9.6694824940015851e-43
0.012942, 1.3623931116635011e-42
0.013677, 1.9209960229433601e-42
0.014454, 2.7108187175230233e-42
0.015276, 3.8287071447721936e-42
0.016144, 5.4126759996797698e-42
0.017061, 7.6597385285999107e-42
0.018030, 1.0851642938648487e-41
0.019055, 1.5392128481514681e-41
0.020137, 2.1861032690572115e-41
0.021281, 3.1093175809911197e-41
0.022491, 4.4294052500480376e-41
0.023768, 6.3212306336038258e-41
0.025119, 9.0414121415963385e-41
0.026546, 1.2983065891546364e-40
0.028054, 1.8845658680854124e-40
0.029648, 2.8381936748178450e-40
0.031333, 4.7972622720955767e-40
0.033113, 1.0494970156313321e-39
0.034995, 3.1613392005972021e-39
0.036983, 1.1506228631993939e-38
0.039084, 4.3509523349550930e-38
0.041305, 1.5894608255134468e-37
0.043652, 5.4758565927448444e-37
0.046132, 1.7688360901174846e-36
0.048753, 5.3592255877090040e-36
0.051523, 1.5264772023100698e-35
0.054450, 4.0991984836833477e-35
0.057544, 1.0409312171029008e-34
0.060814, 2.5068575986354581e-34
0.064269, 5.7417296213704788e-34
0.067920, 1.2540790744893227e-33
0.071779, 2.6186724694881219e-33
0.075858, 5.2403329415997586e-33
0.080168, 1.0072791653902806e-32
0.084723, 1.8637721551002204e-32
0.089536, 3.3264105809091602e-32
0.094624, 5.7377118070440117e-32
0.100000, 9.5824187392710239e-32
0.105682, 1.5521537391979210e-31
0.111686, 2.4424457445371884e-31
0.118032, 3.7394917452108902e-31
0.124738, 5.5786035502549614e-31
0.131826, 8.1199582426599365e-31
0.139316, 1.1546521665749836e-30
0.147231, 1.6059654200183025e-30
0.155597, 2.1872253089236414e-30
0.164437, 2.9199495123701148e-30
0.173780, 3.8247477265553914e-30
0.183654, 4.9200290562324180e-30
0.194089, 6.2206282598286367e-30
0.205116, 7.7364443158347407e-30
0.216770, 9.4711964452235886e-30
0.229087, 1.1421406071328505e-29
0.242103, 1.3575706615167902e-29
0.255859, 1.5914565680025403e-29
