X,Y,-DeltaX,+DeltaX,-DeltaY,+DeltaY
10.867369648132561, 14.39239516997283, 10.67754475779712, 10.995790725605001, 11.757334456494211, 17.544245948854616
56.88300686991936, 22.9638493573031, 38.94414788129096, 83.09016038828426, 13.167952967890512, 40.04710364555539
