X,Y,-DeltaX,+DeltaX,-DeltaY,+DeltaY
10.867369648132561, 14.39239516997283, 3.019976764437372, 38.87713607687018, 13.798618850770058, 14.88576093206351
47.825649961037, 22.027180440922272, 38.71011060552148, 59.08955313815119, 18.532574347456848, 26.40185147547062
70.08261333297222, 23.93797539216964, 59.45411563603078, 83.10038228050593, 17.824002008221225, 32.013994378274134
